citation_key_lr,citation_key_cp,citation_sentence,predecessor,successor,textual,separate,sentence_popularity,context_popularity,sentence_density,context_density,position_in_sentence,sentence_neg,sentence_neu,sentence_pos,sentence_compound,context_neg,context_neu,context_pos,context_compound,comp_sup,prp,pos_pattern,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,position_in_document,heading_title,heading_category,ref_in_figure_description,ref_in_table_description,ref_in_heading
Kohli2008,Uwizeyemungu2009,This can be partly explained by inadequate IT eval...,While importance is accorded to the IT evaluation ...,"From a theoretical point of view, previous studies...",True,False,1,5,0.5,0.166666666666667,0.988095238095238,0.169,0.831,0,-0.3477,0.151,0.791,0.058,-0.7533,False,False,DT MD VB RB VBN IN JJ NNP NN NNS CC NNS NNP,False,False,True,True,False,False,0.027,Introduction,introduction,False,False,False
Kohli2008,Mueller2010,Other studies in the field of IS value research ap...,Following the logic of gradually decomposing compl...,By coding the arguments evident in the case materi...,False,False,2,5,0.333333333333333,0.166666666666667,0.865079365079365,0,0.876,0.124,0.34,0.1,0.838,0.063,-0.4601,False,False,JJ NNS IN DT NN IN NNP NN NN VB DT JJ NN WRB VBG JJ JJ NNS NNP,False,False,False,False,False,False,0.289,Research Design,method,False,False,False
Kohli2008,Sabherwal2015,This is similar to the multifaceted view of BVIT i...,"Consistent with prior literature, CITATION viewed ...",REFERENCE highlight that IT value manifests itself...,False,False,2,3,0.333333333333333,0.4,0.891304347826087,0,1,0,0,0,0.819,0.181,0.9393,False,False,DT VBZ JJ TO DT JJ NN IN NNP IN JJ NN JJ NNP,False,False,False,False,False,False,0.023,Figure 1. Theoretical Model,theory_frontend,False,False,False
Kohli2008,Wilkin2013,"While there are many motivators for adopting IT, a...","Information Technology (IT) pervades social, commu...","IT governance (ITG), as a component of corporate g...",True,True,0,1,1,0.5,0.991803278688525,0,0.882,0.118,0.34,0,0.871,0.129,0.7506,False,False,IN EX VBP JJ NNS IN VBG NNP DT JJ NN VBZ VBG DT JJ NN IN JJ NNS REFERENCE,False,True,False,False,False,True,0.006,Introduction,introduction,False,False,False
Kohli2008,Ceccagnoli2012,"Like other settings of IT value cocreation, in our...",It is important to state how ecosystem partnership...,"However, in other settings IT is used to cocreate ...",True,True,0,1,1,0.666666666666667,0.992307692307692,0,0.642,0.358,0.8176,0,0.754,0.246,0.9423,False,False,IN JJ NNS IN NNP NN NN IN PRP$ VBG NNP VBZ `` JJ IN VBG DT NN TO VB NN NN '' REFERENCE,False,False,False,False,False,True,0.815,Implications for Other Industry Environments,implications,False,False,False
Larsen2003,Karimi2004,"Environmental uncertainty, however, has been overl...",Several researchers have stressed the influence of...,This is a serious lapse in IS research because (1)...,True,True,0,7,1,0.125,0.996296296296296,0.089,0.835,0.076,0.128,0.059,0.887,0.055,0.3612,False,False,JJ NN RB VBZ VBN VBN IN JJS JJ NNS WDT VBP DT NNP NN NN FW NN NN CC NN CC JJ NN CC NNS FW NN NN TO VB NN CC JJ NN REFERENCE,False,True,True,False,False,False,0.041,Introduction,introduction,False,False,False
Melville2004,Baars2009,REFERENCE have proposed an integrative model to ex...,There is growing consensus that a better understan...,While the core of their approach is also the busin...,True,True,0,5,1,0.166666666666667,0,0,0.821,0.179,0.34,0,0.879,0.121,0.7184,False,False,REFERENCE VBP VBN DT JJ NN TO VB NNP NN NN NN,True,True,True,False,False,False,0.127,Methodology,method,False,False,False
Melville2004,Wagner2014,Choosing these three variables reflects the argume...,"Drawing on the rich business valuation literature,...","CITATION, whose study of strategic alignment focus...",False,True,0,1,1,0.666666666666667,0.257383966244726,0,0.932,0.068,0.34,0,0.839,0.161,0.9042,False,False,VBG DT CD NNS VBZ DT NN IN NNP WP VBP NNP NN NN IN DT JJ NN NNS IN NNP IN CC DT JJ NN NN CC JJ NNS CC NNP VBP NN,False,False,False,False,False,False,0.141,IT Business Value,theory_frontend,False,False,False
Melville2004,Chan2011,RBV has often been posited by scholars as an effec...,The resource-based view (RBV) CITATIONCITATION and...,"However, RBV is an innately static perspective CIT...",True,False,3,12,0.25,0.076923076923077,0.849397590361446,0,0.897,0.103,0.3182,0,0.951,0.049,0.3182,False,False,NNP VBZ RB VBN VBN IN NNS IN DT JJ NN IN VBG NNP VBD JJ NNS CC NN NNS NNP,False,False,True,False,False,True,0.031,,introduction,False,False,False
Melville2004,Roberts2012,"A principal finding is that IT is valuable, but it...","IT business value is defined as ""the organizationa...","Specifically, research within this theme investiga...",True,False,1,1,0.5,0.666666666666667,0.584821428571429,0,0.854,0.146,0.6486,0,0.86,0.14,0.8807,False,False,DT JJ NN VBZ IN NNP VBZ JJ CC PRP$ NN CC NNS VBP JJ IN JJ JJ NNS NNP CD IN WDT VBZ JJ NN VBN IN NNS IN DT NN CC NN,False,False,False,False,False,False,0.503,Theme 4: IT Business Value,results,False,False,False
Melville2004,Mithas2013,Industry turbulence refers to the unpredictable ch...,The three dimensions reflect competitive opportuni...,Industry turbulence is the rate at which firms ent...,True,False,1,3,0.5,0.25,0.975,0,1,0,0,0.042,0.809,0.149,0.5859,False,False,NN NN NNS TO DT JJ NN IN DT NN NNP,False,False,False,False,False,False,0.246,Three Key Elements of the Industry Environment,theory_frontend,False,False,False
Melville2004,Francalanci2008,This second wave of literature on the relationship...,"From the mid-1990s, a number of studies have taken...","Two research approaches are distinguished, referre...",True,True,0,0,1,1,0.992307692307692,0,1,0,0,0,0.921,0.079,0.4215,False,False,DT JJ NN IN NN IN DT NN IN NNP NNS CC NN NN VBZ VBN RB VBN IN REFERENCE,False,True,True,False,False,False,0.057,Introduction,introduction,False,False,False
Melville2004,Tebboune2016,"RBV has, recently, gained tremendous coverage in t...",It is mainly a theory of competitive advantage as ...,The main tenet of RBV is that in order for a firm ...,True,False,9,11,0.1,0.083333333333333,0.895833333333333,0,0.669,0.331,0.872,0,0.768,0.232,0.9509,False,False,NNP VBZ RB VBD JJ NN IN DT JJ NN NN NNP CC VBZ RB VBN DT NN IN DT NN IN JJ NNS IN NNP NNP,False,False,True,False,False,False,0.666,Findings from TCE,results,False,False,False
Melville2004,Bardhan2006,Recent research has shown that prudent IT investme...,ALTHOUGH PREVIOUS RESEARCH SUGGESTS that IT invest...,Customization of IT applications and technology in...,False,False,1,8,0.5,0.111111111111111,0.994565217391304,0,0.902,0.098,0.3818,0,0.971,0.029,0.3818,False,False,JJ NN VBZ VBN IN NN NNP NNS MD VB JJ JJ NNS WDT VBP RB VBN IN DT NN POS NN TO JJ NN VBZ NNP,False,True,True,False,False,False,0.162,Theory and Research Framework,method,False,False,False
Melville2004,Nevo2010,"BVIT research is defined as ""any conceptual, theor...","Following REFERENCE, we define the business value ...","Recently, two important observations about BVIT re...",True,True,0,1,1,0.666666666666667,0.993333333333333,0,1,0,0,0,0.881,0.119,0.7506,False,False,NNP NN VBZ VBN IN `` DT JJ JJ JJ CC JJ NN WDT VBZ DT JJ NN NNS IN NNP '' REFERENCE,False,True,True,False,False,False,0.043,The Business Value of IT and the Resource-Based View of the Firm,introduction,False,False,False
Melville2004,Borman2006,"Drawing from the work of REFERENCE, it is suggeste...","Combining the transaction cost, resource-based and...","The influence of such factors, however, appears to...",True,True,0,0,1,1,0.140449438202247,0,1,0,0,0.047,0.953,0,-0.5267,False,False,VBG IN DT NN IN REFERENCE PRP VBZ VBN IN DT NN NN IN WDT DT NN VBZ RB PRP$ JJ CC NN NN NNP RB VB VBN,False,True,True,False,False,False,0.199,Resource-dependency t/ieory,theory_frontend,False,False,False
Pare2008,Rowe2010,"Second, if we restrict the analysis to empirical p...","Naturally, there are several ways to be critical, ...",Since we do publish qualitative research but still...,True,True,1,1,0.5,0.5,0.255754475703325,0.04,0.881,0.079,0.3612,0.059,0.89,0.051,-0.2076,False,True,JJ IN PRP VBP DT NN TO JJ NNS VBD IN VBG DT NNP NNS IN REFERENCE VBD PRP MD VB JJR NNS IN DT JJ NN RB IN IN JJ NN JJR JJ CC JJ NN IN NN IN PRP VBP JJR NN IN NNP NNP CC PRP CC NNP IN DT NN RBR JJ NN NNP IN PRP RB VBP,True,False,False,False,False,False,0.043,,introduction,False,False,False
Petter2008,Kuegler2015,The plethora of different measures of IS use is sa...,Studies investigating individuals' IS use define a...,Research suggests that these measures and dimensio...,True,True,0,1,1,0.5,0.992957746478873,0,1,0,0,0,1,0,0,False,False,DT NN IN JJ NNS IN NNP NN VBZ VBD TO VB CD NN IN DT JJ NNS IN DT JJ NN UH REFERENCE,False,False,False,False,False,False,0.111,Differentiating ESSP use,theory_frontend,False,False,False
Petter2008,Yen2015,Service quality depicts the level of services prov...,"In this vein, internal IS staff play a dual role a...",When interactions between employees and IS staff i...,False,True,0,1,1,0.5,0.99502487562189,0,1,0,0,0,0.859,0.141,0.8779,False,False,NNP NN VBZ DT NN IN NNS VBN IN JJ NNP NN TO JJ NNS IN DT NN WDT MD RB VB DT NNS POS NNS CC NNS IN DT NNP REFERENCE,False,False,False,False,False,False,0.203,System Success and Key Determinants,background,False,False,False
Petter2009,Lange2015,"For example, an information system managed by a ve...","Second, the practical application of the conceptua...","Similarly, the benefits accrued from the use of EA...",True,True,0,3,1,0.25,0.993243243243243,0,1,0,0,0,0.93,0.07,0.6369,False,False,IN NN DT NN NN VBN IN DT NN VBZ JJ NN NNS IN DT NN RB IN IN DT JJ NNP NN REFERENCE,False,False,False,False,False,False,0.199,Conceptual basis,theory_frontend,False,False,False
Piccoli2005,Arvidsson2014,"In the following discussion, we re-evaluate and ex...",Our second contribution to IS strategy is the unde...,"In particular, we highlight how IS strategy implem...",True,False,7,7,0.125,0.125,0.873096446700508,0,0.913,0.087,0.3182,0,0.909,0.091,0.8074,False,True,IN DT JJ NN PRP VBP CC VBP JJ NNS IN DT NNP NN NN MD VB IN NN DT NN PRP VBZ VBN NNP,False,True,True,False,False,False,0.856,Strategy blindness within strategic IS implementation,implications,False,False,False
Piccoli2005,Coltman2011,"Yet, measurable returns from IT investment program...","In recent years, many have invested heavily in inf...",It follows that the greater the knowledge about ho...,True,False,1,2,0.5,0.333333333333333,0.995633187772926,0.052,0.759,0.188,0.7346,0.02,0.782,0.198,0.9516,False,False,RB JJ NNS IN NNP NN NNS RB VBP IN DT JJ NN IN NNP RB IN DT RBS JJ NNS VBG NN IN DT JJ NN IN NNS CC PRP$ NNS NNP,False,False,False,False,False,False,0.008,Introduction,introduction,False,False,False
Piccoli2005,Chen2010a,"As a consequence, three closely related streams of...",Due to the increasing importance of IS to the orga...,Each of these three streams continues to be a pere...,True,False,9,14,0.1,0.066666666666667,0.972644376899696,0,0.866,0.134,0.5267,0,0.847,0.153,0.9325,False,False,IN DT NN CD RB JJ NNS IN NN VBP VBN WDT VBP JJ NN NNS NN NNP NNP NN IN NNP NN CC NN NN NNP CC JJ NN IN NNP CC VBG NNP IN JJ NN NNP,False,True,True,False,False,True,0.037,Introduction,introduction,False,False,False
Piccoli2005,Chan2011,RBV has often been posited by scholars as an effec...,The resource-based view (RBV) CITATIONCITATION and...,"However, RBV is an innately static perspective CIT...",True,False,3,12,0.25,0.076923076923077,0.993975903614458,0,0.897,0.103,0.3182,0,0.951,0.049,0.3182,False,False,NNP VBZ RB VBN VBN IN NNS IN DT JJ NN IN VBG NNP VBD JJ NNS CC NN NNS NNP,False,False,True,False,False,True,0.031,,introduction,False,False,False
Roberts2012,Carlo2012,The theoretical lens of ACAP has been widely adopt...,The knowledge factors in the proposed model are dr...,"However, past IS research has examined the impact ...",True,False,2,7,0.333333333333333,0.3,0.51010101010101,0,0.912,0.088,0.3818,0.042,0.889,0.069,0.4019,False,False,DT JJ NNS IN NNP VBZ VBN RB VBN IN JJ NNS IN DT NN NNP TO VB DT NN IN NN NNS IN DT NN POS NN CC NN,False,True,True,False,False,False,0.04,Introduction,introduction,False,False,False
Schryen2013,Frisk2015,Recently the rate of contributions to this topic s...,This has resulted in a steady accretion of IS eval...,This decline is discussed in more detail in the ne...,True,True,0,10,1,0.090909090909091,0.99492385786802,0,0.881,0.119,0.4939,0.026,0.931,0.043,0.1779,False,False,RB DT NN IN NNS TO DT NN VBZ TO VB VBN JJ JJS IN JJ JJ NN EX VBZ VBN DT NN IN DT NN TO DT NN IN NN NN NN REFERENCE,False,True,True,False,False,False,0.021,Introduction,introduction,False,False,False
Seddon1999,Gable2008,A range of concerns with past attempts to measure ...,"CITATIONCITATION observe, ""Despite considerable em...","Moreover, the lack of a commonly accepted index fo...",True,True,9,11,0.1,0.083333333333333,0.99815157116451,0.17,0.742,0.088,-0.6597,0.127,0.741,0.132,0.3818,False,False,DT NN IN NNS IN JJ NNS TO NN NNP NNP VBP VBN VBN VBG JJ NN JJ JJ CC JJ NNS NNP NN IN JJ NN CC RB NN IN NN IN JJ NNS NNP NN NN IN JJ NN NNS NNP VBZ IN NN NNS VBN NN VBZ VBG IN NN CC VB NNS NN NN JJ VBG DT JJ NNS JJ NN REFERENCE,False,True,True,False,False,False,0.015,Introduction,introduction,False,False,False
Seddon1999,Scott2016,More than three decades of research has contribute...,Although the evaluation of Information Systems (IS...,Reviewing the previous decade of IS CITATION ident...,True,False,3,8,0.25,0.111111111111111,0.766937669376694,0.042,0.787,0.171,0.8555,0.031,0.753,0.217,0.9836,True,False,RBR IN CD NNS IN NN VBZ VBN TO DT JJ NN IN NN VBG DT NN IN NNP RB DT JJS IN DT NN NN VBZ VBN IN JJ NN IN JJ NNS IN NNP NNP NNP JJ NNS IN NN NN NNP CC DT NN IN NNS TO VB JJ NNS IN NN NNP,False,True,True,False,False,False,0.008,Introduction,introduction,False,False,False
Soh1995,Thiesse2009,In their attempt to theorise the causal chain betw...,This 'process-oriented view' argues that more conv...,Studies that assess the relationship between the I...,True,True,0,10,1,0.090909090909091,0.544247787610619,0,0.897,0.103,0.4215,0.028,0.873,0.099,0.6801,False,False,IN PRP$ NN TO VB DT NN NN IN NNP VBZ CC NNP NN RB RB IN JJ NN REFERENCE VB DT NN WDT VBZ DT NNP NN NN DT NNP NN NN CC DT JJ NN,False,False,False,False,False,False,0.089,Introduction,introduction,False,False,False
Soh1995,Gosain2005,We base this study upon the emergent process theor...,"Drivers, organizing elements, and emergent pattern...",The framework suggests that goal directed behavior...,True,True,0,1,1,0.5,0.986666666666667,0,1,0,0,0,0.956,0.044,0.3818,False,True,PRP VBP DT NN IN DT JJ NN NN NN VBN IN REFERENCE,False,False,False,False,True,False,0.093,Cross-functional coordination,method,False,False,False
Soh1995,Uwizeyemungu2009,"Process models (eg, CITATIONREFERENCECITATION conc...","In contingency models (eg, CITATIONCITATIONCITATIO...",This process is then one of converting the potenti...,True,False,2,7,0.333333333333333,0.125,0.202898550724638,0,1,0,0,0,0.927,0.073,0.7351,False,False,NN NNS NN NNP VBZ DT NN IN NNP TO NN IN DT JJ NN IN JJ NNS,False,False,False,False,False,False,0.089,Theoretical background,theory_frontend,False,False,False
Wade2004,Tallon2011a,"Hardware, software, and networking decisions can v...",Based on recent research on the resource-based vie...,"In our review of the alignment literature, only tw...",True,True,0,0,1,1,0.99438202247191,0,0.918,0.082,0.3612,0,0.883,0.117,0.8316,False,False,NNP NN CC VBG NNS MD VB RB IN NN TO NN RB IN DT NN IN NN IN NNP CC NN NN VBZ JJ IN DT NN REFERENCE,False,False,False,False,False,False,0.164,Alignment and Firm Performance,theory_frontend,False,False,False
Wade2004,Oh2007,"In IS research, this view has been touted as a fir...","According to CITATION resource-based view, resourc...",The central premise of these studies is that in or...,True,False,1,5,0.5,0.166666666666667,0.99390243902439,0.044,0.879,0.077,0.2263,0.014,0.819,0.167,0.8885,False,False,IN NNP NN DT NN VBZ VBN VBN IN DT JJ JJ NN WDT VBZ RB VBN TO VB DT NN IN NNP CC JJ NN NNP,False,True,True,False,False,False,0.105,The Resource-Centered Perspective of the Strategic Value of IT,theory_frontend,False,False,False
Wade2004,Mithas2013,Although prior studies have argued that industry e...,"First, the industry environment of a firm influenc...",Our research tests the importance of these industr...,True,False,5,5,0.166666666666667,0.166666666666667,0.192743764172336,0.039,0.881,0.08,0.1779,0.045,0.852,0.103,0.5423,False,True,IN JJ NNS VBP VBN IN NN NN NNS NNP CC DT NNS VBP RB VBN CD CC CD NNS IN DT NN NN IN NN NN NNS NNP DT NN VBZ DT JJ PRP VBP IN DT VBZ DT JJ NN IN WRB CD NN NNS IN DT NN NN NN DT NN TO VB IN CC VB IN NN NNS,False,True,True,False,False,False,0.772,Research Implications,implications,False,False,False
Wade2004,DosSantos2012,Proponents argue that firms continue to find new I...,The other side of the debate claims that the value...,This line of reasoning suggests that the incentive...,True,True,0,4,1,0.2,0.993506493506493,0.1,0.792,0.108,0.0516,0.026,0.876,0.098,0.6971,False,False,NNS VBP IN NNS VBP TO VB JJ NNP NN NNS IN JJ NNS VBP JJ NNS IN VBG NNS REFERENCE,False,False,False,False,False,False,0.036,Introduction,introduction,False,False,False
Wade2004,Leidner2009,While the RBV has been mostly considered at the fi...,The resource-based view of the firm provides an ef...,"Although at first glance, an extension of RBV into...",True,True,0,0,1,1,0.381578947368421,0.054,0.807,0.139,0.5267,0.095,0.818,0.087,-0.7845,False,False,IN DT NNP VBZ VBN RB VBN IN DT NN CC VBZ VBN VBN TO VB DT NNS VBN TO VB DT NN NN JJ CC JJ JJ NN REFERENCE PRP$ NN VBZ DT JJ NN IN NNP IN DT JJ RB IN JJ NN IN DT NN IN VBG DT NNS WDT VBP NN IN DT NN WRB NNS MD VB RB TO VB DT JJ NN IN IN NN NN,False,True,True,False,False,False,0.045,Introduction,introduction,False,False,False
Wade2004,Butler2008a,"Indeed, REFERENCE report that CITATION such as how...",There is a general paucity of empirical research o...,"In particular, CITATION indicates the need for res...",True,True,1,5,0.5,0.166666666666667,0.044943820224719,0,1,0,0,0,0.957,0.043,0.4939,False,False,RB REFERENCE NN WDT NNP JJ IN WRB NNS VBP VBN WRB PRP VBP VBN IN DT NN CC WRB PRP VBP VBN VBP VBN JJ IN DT NN '',False,True,True,False,False,False,0.026,Introduction,introduction,False,False,False
Wade2004,Barua2004,REFERENCE provide an overview of the literature on...,IS researchers have adopted the theory of RBV to s...,They rely on the definition of resources from CITA...,True,True,0,4,1,0.2,0,0,1,0,0,0.027,0.774,0.199,0.9432,False,False,REFERENCE VBP DT NN IN DT NN IN JJ NNS CC PRP$ NN IN NN NN CC NN,True,False,False,False,False,False,0.022,Introduction,introduction,False,False,False
Wade2004,Tallon2007,Research on the role of IT in a turbulent setting ...,"For example, research indicates how closer links b...","A flexible, adaptable IT infrastructure can be esp...",False,False,1,5,0.5,0.166666666666667,0.992592592592593,0,0.895,0.105,0.4019,0.057,0.809,0.134,0.6901,False,False,NN IN DT NN IN NNP IN DT JJ NN MD RB VB TO VB WRB NN VBZ RBR IN DT NNS IN NNS NNP,False,False,False,False,False,False,0.732,Theoretical Implications,implications,False,False,False
Wade2004,Goh2013,The stakeholder management capability is defined a...,"As such, the IT department identified two IT proje...",The IT change management capability is defined as ...,True,True,0,1,1,0.5,0.996296296296296,0,0.903,0.097,0.5574,0,0.888,0.112,0.9042,False,False,DT NN NN NN VBZ VBN IN DT NN POS NN TO VB DT NN IN DT NNP NN CC DT NNS IN IN DT NN CC PRP$ NN TO VB CC VB DT NNS IN DT NNP NN IN JJ JJ NNS IN DT NN REFERENCE,False,True,True,False,False,False,0.824,Developing Improvement-Based Agile IS Development Practices in the Airport Security System Project,implications,False,False,False
Wade2004,Dong2009,"Thus far, IT value under competition is still an o...","In particular, competition tends to shape technolo...","As such, how competition shapes the technology-per...",True,True,2,4,0.333333333333333,0.2,0.189054726368159,0.04,0.793,0.167,0.7783,0.031,0.839,0.13,0.7783,False,False,RB RB NNP NN IN NN VBZ RB DT JJ NN IN VBN IN REFERENCE IN JJ NN VBZ PRP RBR JJ TO VB NN IN NNS IN NN NNP NNS JJ IN NNP CC NNP VBP PRP$ RB VBN NNS TO VB JJ NN NN IN PRP$ NN NNS VBG TO JJ NN NN RB IN RB JJ NNS NNP,False,False,False,False,False,False,0.053,Introduction,introduction,False,False,False
Wade2004,Koch2010,An organization's capabilities can be sorted into ...,Capabilities bring assets like IT infrastructure t...,Inside-out capabilities are deployed from within t...,True,False,1,2,0.5,0.333333333333333,0.990825688073394,0,1,0,0,0,0.795,0.205,0.8625,False,False,DT NN POS NNS MD VB VBN IN NN JJ CC VBG NNS NNP,False,False,True,True,False,False,0.114,Theoretical background: dynamic capabilities,theory_frontend,False,False,False
